customer_id,account_id,tenure_months,monthly_charges,paperless_billing,payment_method,contract_proxy,internet_service,has_5g_home_internet,lines_on_account,device_payment_plan,device_term_months,device_months_remaining,device_monthly_payment,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,churn_risk_score,trust_baseline,patience,is_churned,repeat_contacts_30d,last_call_day_index
C0008654,A0008654,2,39.26,Yes,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,No,No,No,No,No,0.347039,61.276527,0.35856,1,0,-1
C0008655,A0008655,22,95.72,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,2,Yes,24,6,23.36,Yes,No,No,No,No,0.213449,72.242197,0.315022,0,0,-1
C0008656,A0008656,7,25.53,Yes,Bank transfer (automatic),Month-to-month,No,0,5,Yes,36,18,10.0,No,No,No,No,Yes,0.274926,72.2851,0.81612,1,0,-1
C0008657,A0008657,9,99.67,No,Credit card (automatic),Month-to-month,5G Home Internet,1,2,Yes,36,15,32.84,Yes,Yes,No,Yes,Yes,0.200463,79.755597,0.676076,0,0,-1
C0008658,A0008658,12,62.29,Yes,Electronic check,Two year,5G Home Internet,1,2,Yes,36,27,18.31,No,No,Yes,Yes,Yes,0.247479,54.69464,0.256261,0,0,-1
C0008659,A0008659,28,117.19,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,24,12,16.43,No,Yes,No,Yes,Yes,0.307469,77.559314,0.285897,0,0,-1
C0008660,A0008660,18,93.99,No,Credit card (automatic),Month-to-month,5G Home Internet,1,0,No,0,0,0.0,Yes,No,No,No,Yes,0.152955,73.251198,0.161462,0,0,-1
C0008661,A0008661,6,83.48,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,36,23,15.57,Yes,Yes,No,No,Yes,0.325819,83.594906,0.375418,1,0,-1
C0008662,A0008662,1,90.93,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,12,20.87,Yes,No,No,No,No,0.320459,65.69566,0.139626,0,0,-1
C0008663,A0008663,66,60.24,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,36,12,10.44,No,No,No,Yes,No,0.367531,78.718753,0.708111,0,0,-1
C0008664,A0008664,55,31.46,No,Electronic check,Two year,5G Home Internet,1,5,Yes,24,11,10.0,No,No,Yes,No,No,0.387116,58.452702,0.48935,1,0,-1
C0008665,A0008665,4,91.64,Yes,Electronic check,Two year,No,0,5,Yes,36,21,12.24,Yes,No,Yes,Yes,No,0.337936,61.507504,0.647147,1,0,-1
C0008666,A0008666,30,68.17,No,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,No,No,No,0.342223,73.982795,0.620966,0,0,-1
C0008667,A0008667,15,56.49,Yes,Mailed check,Two year,5G Home Internet,1,2,Yes,24,20,22.37,No,No,No,No,No,0.165265,60.617946,0.656169,0,0,-1
C0008668,A0008668,34,78.61,Yes,Credit card (automatic),Two year,5G Home Internet,1,0,Yes,24,9,21.68,No,No,No,No,No,0.33473,76.815197,0.505112,0,0,-1
C0008669,A0008669,31,50.68,Yes,Electronic check,Two year,No,0,4,Yes,24,11,10.0,No,No,Yes,No,Yes,0.392676,44.609376,0.740916,0,0,-1
C0008670,A0008670,54,53.48,No,Mailed check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,Yes,No,Yes,Yes,0.387721,71.184168,0.542436,0,0,-1
C0008671,A0008671,11,22.92,Yes,Mailed check,Two year,5G Home Internet,1,3,Yes,36,24,10.0,No,No,Yes,Yes,No,0.317911,71.61866,0.466318,0,0,-1
C0008672,A0008672,19,59.96,Yes,Bank transfer (automatic),One year,5G Home Internet,1,2,Yes,36,30,10.0,No,No,Yes,Yes,Yes,0.376448,66.189211,0.577618,1,0,-1
C0008673,A0008673,63,77.16,Yes,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,No,Yes,No,No,Yes,0.454228,81.416888,0.473984,0,0,-1
C0008674,A0008674,7,98.98,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,18,28.09,No,No,No,Yes,No,0.240084,74.555555,0.212186,1,0,-1
C0008675,A0008675,11,75.56,Yes,Credit card (automatic),Month-to-month,No,0,3,No,0,0,0.0,No,Yes,Yes,Yes,No,0.377896,66.333415,0.51606,0,0,-1
C0008676,A0008676,36,106.46,Yes,Bank transfer (automatic),One year,5G Home Internet,1,5,Yes,30,16,17.61,Yes,No,Yes,Yes,No,0.354809,63.864237,0.51722,0,0,-1
C0008677,A0008677,43,104.43,Yes,Electronic check,Two year,5G Home Internet,1,1,Yes,30,17,24.8,No,No,Yes,Yes,Yes,0.202834,72.429235,0.306132,0,0,-1
C0008678,A0008678,25,30.22,No,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,No,No,No,No,No,0.319292,71.607784,0.47576,0,0,-1
C0008679,A0008679,45,61.65,Yes,Electronic check,Month-to-month,No,0,3,Yes,30,9,10.0,No,Yes,No,Yes,No,0.336796,69.687237,0.94946,0,0,-1
C0008680,A0008680,31,51.04,No,Electronic check,Two year,5G Home Internet,1,3,Yes,30,14,10.0,No,No,Yes,No,No,0.224133,80.529208,0.462335,0,0,-1
C0008681,A0008681,11,87.4,Yes,Bank transfer (automatic),Month-to-month,No,0,4,No,0,0,0.0,No,No,No,No,No,0.188126,59.504137,0.399246,0,0,-1
C0008682,A0008682,32,74.56,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,No,No,0.3369,69.544695,0.874462,1,0,-1
C0008683,A0008683,36,32.51,No,Electronic check,Month-to-month,No,0,0,No,0,0,0.0,No,No,No,Yes,Yes,0.284015,92.715855,0.969023,0,0,-1
C0008684,A0008684,54,44.93,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,5,Yes,24,8,11.2,No,No,No,Yes,No,0.232007,69.345494,0.78495,0,0,-1
C0008685,A0008685,10,74.67,No,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,Yes,No,No,Yes,0.138472,64.25092,0.362857,0,0,-1
C0008686,A0008686,2,26.22,No,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,Yes,Yes,0.290669,69.845777,0.625521,0,0,-1
C0008687,A0008687,36,44.97,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,Yes,36,13,10.0,Yes,No,No,Yes,No,0.237309,65.835171,0.903009,0,0,-1
C0008688,A0008688,8,88.37,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,Yes,No,No,No,0.165841,68.094354,0.862273,0,0,-1
C0008689,A0008689,6,23.16,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,Yes,Yes,No,No,0.320485,78.165198,0.377609,0,0,-1
C0008690,A0008690,36,66.5,No,Electronic check,Two year,No,0,3,Yes,36,9,12.04,Yes,No,No,No,No,0.312957,74.46719,0.561457,0,0,-1
C0008691,A0008691,15,65.2,Yes,Mailed check,Month-to-month,5G Home Internet,1,2,Yes,36,27,14.81,No,No,No,No,Yes,0.188551,47.53956,0.439209,0,0,-1
C0008692,A0008692,3,40.43,No,Bank transfer (automatic),Month-to-month,No,0,4,Yes,24,20,10.0,Yes,No,No,Yes,No,0.187068,87.181761,0.340416,0,0,-1
C0008693,A0008693,8,26.02,No,Electronic check,Month-to-month,5G Home Internet,1,1,Yes,24,4,10.0,No,No,No,No,No,0.185532,68.000178,0.552493,1,0,-1
C0008694,A0008694,5,29.34,Yes,Credit card (automatic),Two year,No,0,1,Yes,36,22,10.0,No,No,No,No,No,0.311357,63.121966,0.52471,0,0,-1
C0008695,A0008695,41,116.59,Yes,Electronic check,Two year,5G Home Internet,1,3,Yes,30,12,20.44,No,Yes,Yes,No,No,0.344912,76.945441,0.495426,0,0,-1
C0008696,A0008696,21,63.61,No,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,36,8,10.0,Yes,Yes,No,No,Yes,0.080174,88.943169,0.851832,0,0,-1
C0008697,A0008697,3,46.55,Yes,Credit card (automatic),Month-to-month,No,0,4,Yes,30,24,10.0,Yes,No,Yes,No,No,0.235876,81.185175,0.11386,0,0,-1
C0008698,A0008698,20,80.59,Yes,Electronic check,Month-to-month,No,0,0,No,0,0,0.0,No,No,No,No,Yes,0.264523,69.399593,0.716619,0,0,-1
C0008699,A0008699,4,21.5,No,Bank transfer (automatic),One year,No,0,1,Yes,30,14,10.0,No,No,No,No,No,0.582659,75.218995,0.72144,1,0,-1
C0008700,A0008700,5,27.12,No,Electronic check,Month-to-month,No,0,2,Yes,30,25,10.0,Yes,No,No,No,Yes,0.271927,70.662244,0.144372,1,0,-1
C0008701,A0008701,6,50.0,Yes,Credit card (automatic),Two year,No,0,1,Yes,36,27,11.55,Yes,Yes,Yes,Yes,No,0.219848,55.575572,0.442236,0,0,-1
C0008702,A0008702,32,94.97,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,Yes,Yes,0.375843,62.629624,0.428775,1,0,-1
C0008703,A0008703,11,55.26,No,Credit card (automatic),One year,No,0,5,Yes,30,19,11.27,No,No,No,Yes,No,0.161516,53.535668,0.3047,0,0,-1
C0008704,A0008704,15,78.28,Yes,Electronic check,Month-to-month,No,0,2,Yes,36,12,22.84,Yes,No,No,Yes,No,0.137876,98.0,0.169006,0,0,-1
C0008705,A0008705,13,58.16,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,Yes,Yes,No,No,0.335043,62.428321,0.628685,0,0,-1
C0008706,A0008706,17,82.03,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,2,Yes,36,16,32.81,No,No,No,Yes,No,0.316324,74.386473,0.57168,0,0,-1
C0008707,A0008707,6,82.24,Yes,Bank transfer (automatic),Two year,No,0,3,Yes,24,13,26.38,No,No,No,No,No,0.193678,80.330084,0.432204,0,0,-1
C0008708,A0008708,2,49.94,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,Yes,No,No,No,0.32159,71.575695,0.337888,1,0,-1
C0008709,A0008709,10,51.79,Yes,Credit card (automatic),Two year,No,0,4,Yes,30,13,13.12,No,Yes,No,No,No,0.24563,76.498459,0.672172,1,0,-1
C0008710,A0008710,21,71.96,No,Bank transfer (automatic),Two year,No,0,2,Yes,36,22,15.54,No,No,Yes,Yes,Yes,0.184722,65.313342,0.258657,0,0,-1
C0008711,A0008711,41,49.73,Yes,Electronic check,Month-to-month,No,0,0,No,0,0,0.0,Yes,Yes,No,No,No,0.391,77.563576,0.705899,1,0,-1
C0008712,A0008712,5,39.62,Yes,Electronic check,Month-to-month,No,0,2,Yes,30,20,10.0,No,No,No,Yes,No,0.215307,60.614633,0.195694,0,0,-1
C0008713,A0008713,36,70.18,No,Electronic check,Two year,No,0,2,Yes,30,5,14.19,No,No,No,No,No,0.293232,66.605932,0.776275,0,0,-1
C0008714,A0008714,42,78.71,Yes,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,No,No,0.407085,80.985344,0.369373,1,0,-1
C0008715,A0008715,7,99.76,No,Credit card (automatic),One year,No,0,2,Yes,36,23,25.28,Yes,No,No,No,No,0.353433,65.063293,0.729029,1,0,-1
C0008716,A0008716,10,48.88,No,Mailed check,Month-to-month,5G Home Internet,1,1,Yes,30,26,10.0,No,Yes,No,No,Yes,0.208652,79.47631,0.932295,0,0,-1
C0008717,A0008717,6,42.68,Yes,Electronic check,Month-to-month,5G Home Internet,1,4,Yes,24,16,10.0,Yes,No,No,No,Yes,0.399702,60.585014,0.334349,1,0,-1
C0008718,A0008718,1,66.52,No,Electronic check,Month-to-month,5G Home Internet,1,4,Yes,36,19,16.27,No,Yes,Yes,No,Yes,0.245252,90.930406,0.358085,1,0,-1
C0008719,A0008719,14,67.17,Yes,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,No,No,No,Yes,No,0.193047,88.86516,0.097287,0,0,-1
C0008720,A0008720,1,57.77,Yes,Mailed check,Two year,No,0,1,Yes,30,20,12.55,Yes,No,Yes,No,No,0.273493,70.118098,0.514875,0,0,-1
C0008721,A0008721,47,59.23,No,Electronic check,Month-to-month,5G Home Internet,1,1,Yes,36,21,10.0,No,Yes,No,No,No,0.197452,84.527933,0.643256,1,0,-1
C0008722,A0008722,21,23.39,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,Yes,No,Yes,No,0.183849,73.755079,0.629085,0,0,-1
C0008723,A0008723,45,60.4,Yes,Electronic check,Two year,No,0,2,Yes,24,11,15.98,No,No,No,No,Yes,0.198593,59.105571,0.228416,0,0,-1
C0008724,A0008724,46,116.61,No,Electronic check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,Yes,Yes,No,Yes,0.503649,87.114046,0.508216,0,0,-1
C0008725,A0008725,13,31.17,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,30,19,10.0,No,No,No,No,No,0.340287,55.490863,0.856419,0,0,-1
C0008726,A0008726,56,75.02,No,Mailed check,Two year,No,0,1,Yes,30,18,14.57,No,No,No,Yes,No,0.123139,69.133395,0.502351,0,0,-1
C0008727,A0008727,68,26.63,Yes,Mailed check,Two year,5G Home Internet,1,2,Yes,24,8,10.0,Yes,No,Yes,Yes,No,0.351016,62.684889,0.425808,0,0,-1
C0008728,A0008728,14,43.17,Yes,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,30,15,14.08,No,Yes,Yes,No,Yes,0.361658,85.7898,0.240799,0,0,-1
C0008729,A0008729,5,85.29,Yes,Electronic check,Two year,5G Home Internet,1,3,Yes,24,17,28.7,No,No,No,Yes,Yes,0.181684,71.286411,0.815197,0,0,-1
C0008730,A0008730,19,60.97,No,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,18,15.78,Yes,Yes,No,No,No,0.236491,69.345125,0.563384,0,0,-1
C0008731,A0008731,10,27.72,Yes,Credit card (automatic),Two year,No,0,3,Yes,36,14,10.0,No,No,No,Yes,No,0.08218,73.583525,0.283182,0,0,-1
C0008732,A0008732,13,41.98,Yes,Credit card (automatic),Month-to-month,No,0,2,Yes,24,11,10.0,No,No,Yes,No,No,0.238354,90.35086,0.466848,0,0,-1
C0008733,A0008733,22,29.28,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,No,Yes,No,0.103287,83.882192,0.700942,0,0,-1
C0008734,A0008734,23,55.98,Yes,Credit card (automatic),Two year,No,0,1,Yes,24,14,12.13,No,No,No,Yes,Yes,0.287857,91.420638,0.270916,0,0,-1
C0008735,A0008735,47,80.95,Yes,Electronic check,Month-to-month,5G Home Internet,1,3,No,0,0,0.0,Yes,No,No,No,No,0.409716,64.533291,0.398212,1,0,-1
C0008736,A0008736,0,57.93,Yes,Electronic check,Month-to-month,No,0,2,Yes,24,21,11.84,No,Yes,Yes,No,No,0.352106,84.223552,0.55514,1,0,-1
C0008737,A0008737,14,42.46,Yes,Bank transfer (automatic),Month-to-month,No,0,4,Yes,36,22,10.33,Yes,No,Yes,No,No,0.317569,65.646066,0.745963,1,0,-1
C0008738,A0008738,8,73.12,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,33,15.39,Yes,No,No,No,No,0.304474,50.709171,0.522054,0,0,-1
C0008739,A0008739,39,84.81,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,24,3,14.39,No,No,Yes,No,No,0.424931,64.216888,0.485209,0,0,-1
C0008740,A0008740,24,36.9,No,Electronic check,Month-to-month,No,0,1,Yes,36,8,10.0,Yes,Yes,No,Yes,No,0.371701,67.335517,0.630572,1,0,-1
C0008741,A0008741,9,60.21,No,Electronic check,Two year,5G Home Internet,1,3,Yes,24,10,13.26,Yes,No,No,No,No,0.106664,55.066189,0.047264,0,0,-1
C0008742,A0008742,24,28.43,Yes,Bank transfer (automatic),Two year,No,0,2,Yes,36,27,10.0,No,No,No,Yes,Yes,0.265104,94.888162,0.447919,0,0,-1
C0008743,A0008743,5,39.24,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,No,Yes,No,Yes,Yes,0.175387,57.902894,0.249397,1,0,-1
C0008744,A0008744,47,42.26,No,Mailed check,Month-to-month,No,0,2,No,0,0,0.0,No,No,No,No,Yes,0.377683,70.985132,0.563176,1,0,-1
C0008745,A0008745,29,75.21,No,Electronic check,Two year,No,0,3,Yes,24,10,18.16,Yes,No,Yes,Yes,No,0.323226,58.570116,0.309616,0,0,-1
C0008746,A0008746,22,34.53,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,No,Yes,No,0.199016,81.121596,0.71847,1,0,-1
C0008747,A0008747,28,106.38,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,No,Yes,0.405212,70.450815,0.302909,1,0,-1
C0008748,A0008748,52,41.21,No,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,No,No,0.323636,73.034114,0.725315,0,0,-1
C0008749,A0008749,37,96.66,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,No,No,No,No,0.515965,78.880052,0.630211,0,0,-1
C0008750,A0008750,28,58.1,No,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,Yes,No,No,Yes,No,0.206061,61.994911,0.196421,1,0,-1
C0008751,A0008751,40,42.56,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,30,6,10.0,No,No,No,Yes,No,0.253785,83.687557,0.428133,0,0,-1
C0008752,A0008752,22,96.96,Yes,Bank transfer (automatic),Month-to-month,No,0,0,No,0,0,0.0,No,No,No,No,No,0.149395,70.250906,0.871222,0,0,-1
C0008753,A0008753,47,56.66,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,Yes,24,5,12.54,No,Yes,Yes,No,Yes,0.226352,41.181088,0.863039,0,0,-1
C0008754,A0008754,36,71.54,Yes,Mailed check,Month-to-month,No,0,2,Yes,30,5,16.26,No,No,No,Yes,No,0.214641,60.872314,0.670405,1,0,-1
C0008755,A0008755,1,95.67,Yes,Bank transfer (automatic),Month-to-month,No,0,2,Yes,24,15,23.9,No,No,No,No,Yes,0.306743,95.839679,0.606206,0,0,-1
C0008756,A0008756,7,60.79,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,19,14.6,No,No,No,No,No,0.212519,79.997058,0.75881,0,0,-1
C0008757,A0008757,5,89.92,No,Mailed check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,No,Yes,Yes,No,0.241903,64.789669,0.625305,0,0,-1
C0008758,A0008758,3,39.34,Yes,Bank transfer (automatic),One year,No,0,3,Yes,36,33,11.79,No,No,Yes,No,No,0.225883,73.436509,0.597356,1,0,-1
C0008759,A0008759,15,75.5,Yes,Mailed check,Month-to-month,No,0,2,Yes,30,20,17.74,Yes,No,No,No,No,0.250499,78.730035,0.332307,0,0,-1
C0008760,A0008760,2,65.36,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,Yes,Yes,No,Yes,0.323324,78.09671,0.60133,0,0,-1
C0008761,A0008761,30,72.47,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,24,12,14.19,No,Yes,No,Yes,Yes,0.071411,95.471448,0.317343,0,0,-1
C0008762,A0008762,0,64.25,Yes,Credit card (automatic),Two year,5G Home Internet,1,2,Yes,36,24,20.28,No,No,Yes,No,Yes,0.326739,76.686145,0.78195,1,0,-1
C0008763,A0008763,8,84.44,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,36,19,23.3,No,No,No,No,No,0.273751,84.463448,0.975462,0,0,-1
C0008764,A0008764,27,83.79,Yes,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,Yes,No,0.22194,80.919455,0.78686,1,0,-1
C0008765,A0008765,17,43.8,Yes,Electronic check,Two year,No,0,2,Yes,36,24,10.0,No,No,No,No,No,0.265153,63.706206,0.866608,1,0,-1
C0008766,A0008766,18,29.99,Yes,Credit card (automatic),Month-to-month,No,0,2,Yes,30,12,10.0,No,No,Yes,Yes,No,0.307551,81.257164,0.239687,0,0,-1
C0008767,A0008767,38,26.2,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,36,10,10.0,Yes,No,Yes,No,No,0.358603,70.210488,0.548181,0,0,-1
C0008768,A0008768,70,35.56,Yes,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,30,13,10.0,No,Yes,Yes,No,No,0.247315,65.806124,0.797605,0,0,-1
C0008769,A0008769,32,77.88,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,24,8,21.35,Yes,No,No,No,No,0.398751,78.640683,0.506697,1,0,-1
C0008770,A0008770,10,49.75,No,Electronic check,Month-to-month,No,0,3,No,0,0,0.0,Yes,No,No,No,No,0.420832,85.468682,0.591019,1,0,-1
C0008771,A0008771,5,43.83,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,Yes,24,11,12.33,No,No,No,Yes,No,0.281116,77.589084,0.534045,1,0,-1
C0008772,A0008772,65,119.96,No,Mailed check,Two year,No,0,5,Yes,36,9,16.69,No,No,No,No,No,0.444813,94.009449,0.281286,0,0,-1
C0008773,A0008773,26,100.94,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,Yes,36,16,29.23,No,Yes,Yes,No,No,0.150519,80.960508,0.353192,0,0,-1
C0008774,A0008774,42,70.99,Yes,Bank transfer (automatic),One year,No,0,1,Yes,24,7,19.64,Yes,Yes,Yes,No,No,0.179623,90.443135,0.415375,0,0,-1
C0008775,A0008775,31,44.39,No,Bank transfer (automatic),Month-to-month,No,0,2,No,0,0,0.0,Yes,No,Yes,No,Yes,0.36373,68.923528,0.910565,0,0,-1
C0008776,A0008776,5,58.75,Yes,Bank transfer (automatic),Month-to-month,No,0,3,Yes,36,20,10.0,No,No,Yes,No,Yes,0.43198,49.774014,0.223311,0,0,-1
C0008777,A0008777,13,46.5,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,Yes,36,15,10.0,Yes,No,No,No,No,0.178752,59.228358,0.214769,0,0,-1
C0008778,A0008778,39,59.16,Yes,Bank transfer (automatic),Month-to-month,No,0,2,No,0,0,0.0,No,No,No,No,Yes,0.350938,75.188285,0.55262,0,0,-1
C0008779,A0008779,48,39.46,Yes,Electronic check,Month-to-month,5G Home Internet,1,0,No,0,0,0.0,No,No,No,No,No,0.408322,58.615446,0.861904,1,0,-1
C0008780,A0008780,3,98.86,No,Bank transfer (automatic),One year,No,0,1,Yes,36,25,16.45,No,No,Yes,Yes,No,0.210566,72.916062,0.694081,0,0,-1
C0008781,A0008781,30,55.85,No,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,Yes,No,No,No,0.177548,76.002676,0.419706,0,0,-1
C0008782,A0008782,11,54.82,No,Electronic check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,No,No,No,0.287684,61.432272,0.60721,0,0,-1
C0008783,A0008783,62,79.06,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,24,14,11.97,No,No,No,No,Yes,0.202146,78.528302,0.350576,0,0,-1
C0008784,A0008784,0,44.47,Yes,Electronic check,Month-to-month,5G Home Internet,1,3,No,0,0,0.0,No,No,No,No,No,0.068904,76.830496,0.301113,0,0,-1
C0008785,A0008785,39,56.2,Yes,Bank transfer (automatic),Month-to-month,No,0,2,Yes,36,23,15.16,No,No,Yes,No,Yes,0.350405,57.588653,0.949043,1,0,-1
C0008786,A0008786,1,42.27,No,Bank transfer (automatic),Two year,No,0,1,Yes,30,27,10.0,Yes,No,Yes,No,No,0.271181,72.853844,0.464705,1,0,-1
C0008787,A0008787,32,27.24,Yes,Bank transfer (automatic),Two year,No,0,3,Yes,24,19,10.0,No,No,No,No,Yes,0.222941,94.958201,0.565761,0,0,-1
C0008788,A0008788,24,68.04,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,No,No,0.340292,71.665605,0.189362,0,0,-1
C0008789,A0008789,11,59.91,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,Yes,36,25,16.99,No,No,No,Yes,No,0.265511,55.603436,0.814042,0,0,-1
C0008790,A0008790,46,26.42,No,Credit card (automatic),Month-to-month,No,0,3,No,0,0,0.0,Yes,Yes,Yes,Yes,No,0.372636,55.15149,0.740597,0,0,-1
C0008791,A0008791,53,91.09,No,Electronic check,Month-to-month,No,0,2,Yes,30,15,25.27,Yes,Yes,Yes,No,Yes,0.322245,83.419099,0.437563,1,0,-1
C0008792,A0008792,59,92.67,No,Electronic check,One year,No,0,3,Yes,24,8,14.49,Yes,No,No,No,No,0.176609,66.261126,0.100784,1,0,-1
C0008793,A0008793,7,73.56,No,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,23,21.86,No,No,Yes,No,No,0.366725,79.164059,0.121588,1,0,-1
C0008794,A0008794,47,82.4,No,Mailed check,Two year,5G Home Internet,1,1,Yes,30,10,17.44,No,Yes,No,Yes,No,0.368367,64.734292,0.558438,0,0,-1
C0008795,A0008795,27,71.18,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,Yes,Yes,Yes,No,0.259815,66.33721,0.850249,0,0,-1
C0008796,A0008796,35,32.69,Yes,Mailed check,Month-to-month,5G Home Internet,1,1,Yes,36,16,10.0,Yes,Yes,Yes,No,Yes,0.427123,78.550502,0.439182,0,0,-1
C0008797,A0008797,14,78.07,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,3,Yes,24,10,24.77,No,Yes,Yes,No,No,0.297994,78.591907,0.275357,1,0,-1
C0008798,A0008798,28,59.15,Yes,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,36,15,14.33,No,No,Yes,No,No,0.328788,78.71695,0.427248,0,0,-1
C0008799,A0008799,11,44.7,No,Electronic check,Month-to-month,No,0,5,No,0,0,0.0,No,No,No,Yes,No,0.270266,72.412885,0.37258,0,0,-1
C0008800,A0008800,16,104.21,Yes,Electronic check,Month-to-month,No,0,3,No,0,0,0.0,Yes,No,No,No,No,0.114151,89.306245,0.470032,0,0,-1
C0008801,A0008801,2,53.67,Yes,Electronic check,One year,5G Home Internet,1,2,Yes,36,24,17.66,Yes,Yes,No,No,No,0.360172,78.370464,0.319863,1,0,-1
C0008802,A0008802,0,49.79,No,Credit card (automatic),Month-to-month,No,0,3,Yes,36,19,15.07,No,No,No,Yes,No,0.280426,61.719903,0.764041,0,0,-1
C0008803,A0008803,1,34.87,Yes,Electronic check,Two year,No,0,5,Yes,36,24,13.95,No,No,Yes,No,No,0.159957,68.561384,0.210448,0,0,-1
C0008804,A0008804,4,96.97,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,Yes,36,29,18.58,No,No,No,Yes,No,0.316545,73.239554,0.350789,0,0,-1
C0008805,A0008805,41,20.21,No,Mailed check,Month-to-month,No,0,1,Yes,30,8,10.0,No,Yes,No,No,No,0.312556,56.988235,0.849235,1,0,-1
C0008806,A0008806,30,117.57,No,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,Yes,No,Yes,0.287031,66.721825,0.56519,1,0,-1
C0008807,A0008807,9,25.31,No,Bank transfer (automatic),One year,5G Home Internet,1,1,Yes,36,31,10.0,No,Yes,Yes,Yes,No,0.258234,88.289945,0.701015,0,0,-1
C0008808,A0008808,36,99.39,Yes,Electronic check,One year,No,0,1,Yes,36,23,23.61,Yes,No,Yes,Yes,No,0.280493,59.71258,0.11849,0,0,-1
C0008809,A0008809,58,48.61,No,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,15,14.54,No,No,No,Yes,No,0.238519,66.594555,0.39084,0,0,-1
